,surveyID,enum_no,Zone_NO,Class No,lat,lon,busi_activity,oper_time,home_del_pro,pick_take_away,deli_from,only_est,est_area,off_street_park,park_area,aload_docks,no_load_docks,full_emp,part_emp,work_shifts,load_share,to_2a,to_3w,to_bi,to_lt,to_ot,to_pi,owned_2a,owned_3w,owned_bi,owned_lt,owned_pi,owned_ot,leased_2a,leased_3w,leased_bi,leased_lt,leased_ot,leased_pi,len_m_100,len_m_300,len_m_500,len_m_750,NAICS_code,weekly_trucks,to_b3,to_tr,to_all_np
495,1494,1,1,4771,13.04432668,80.18586716,Apparel / Accessory,9.685912089,No,No,Central Warehouse of establishment,No,2946.433942,No,7.325289627,No,1,5.082457593,0.08898165,No,Yes,0.363503635,0.226962838,0.352447907,0.212266047,0.591014437,0.067971935,1,0,1,0,1,0,0,1,0,0,0,1,569.41,5407.600657,16206.5296,37844.43323,44,0.466666667,0.579410745,0.575769683,0.285714286
111,1110,1,1,4772,13.04125197,80.23385728,Pharma vendor,15.31393319,NA,NA,Central Warehouse of establishment,NA,760.119487,NA,7.493108483,NA,1,5.082457593,0.08898165,NA,No,0.448970804,0.630046755,0.440980076,0.982167105,0.817057091,0.344654683,0,0,1,1,1,0,0,0,0,1,1,0,803.53,6704.078568,18113.62445,294175.2718,44,0,1.071026831,1.431137909,0.428571429
197,1196,1,1,4773,12.99918085,80.25909294,Apparel / Accessory,12.0286632,Yes,Yes,Several Individual warehouses,Yes,153.6217083,Yes,7.549962988,Yes,1,0.082457593,0.08898165,Yes,Yes,0.754104549,0.225039649,0.383293829,0.129813387,0.009540562,0.31463508,0,0,0,0,0,0,0,0,1,1,1,0,998.27,6488.501639,17897.35449,33326.47557,44,0,0.608333477,0.883917935,0.142857143
470,1469,1,1,9999,13.0412656,80.17368625,Building Material / Hardware,14.35840692,Yes,Yes,Several Individual warehouses,Yes,6561.223151,Yes,7.623127191,Yes,1,NA,NA,Yes,No,0.774381579,4.596352002,2.643708149,0.393430837,0.022938137,3.08959753,0,0,1,0,1,1,1,1,0,0,1,0,952.23,6817.685162,16803.56698,39300.76292,44,0,7.240060151,1.167812416,10
318,1317,1,1,4761,13.02983839,80.26672262,Apparel / Accessory,13.81499602,Yes,Yes,Several Individual warehouses,Yes,50.48512891,Yes,7.627947414,Yes,1,0.082457593,0.08898165,Yes,No,0.781810851,0.712734988,0.921932556,0.253729814,0.297063103,0.753433526,1,1,1,1,1,0,0,0,1,0,0,1,861.38,6484.283616,18114.48714,40031.84274,44,0,1.634667544,1.035540665,0.285714286
404,1403,1,1,9999,13.03748467,80.18387337,Building Material / Hardware,12.00750744,Yes,Yes,Several Individual warehouses,Yes,151.285511,Yes,7.630879334,Yes,1,1.082457593,0.08898165,Yes,No,0.577468342,0.353313424,0.629718185,0.654953138,0.058647782,0.158714248,1,0,0,0,2,1,0,1,0,0,1,0,697.2,6750.161281,18438.00543,38039.12848,44,0.233333333,0.983031609,1.232421479,0.285714286
74,1073,1,1,9999,12.97128881,80.25095235,Building Material / Hardware,13.92279048,Yes,Yes,Several Individual warehouses,Yes,427.1689973,Yes,7.689337921,Yes,1,2.082457593,0.08898165,Yes,No,0.590057221,0.72968614,2.706922321,0.980469779,0.919607435,1.69847777,0,0,1,1,3,1,0,0,0,1,0,1,317.45,6748.249531,18040.17941,40420.17796,44,0,3.436608461,1.570527,4
54,1053,1,1,4771,12.9673672,80.15107046,Apparel / Accessory,14.14017823,No,No,From wholesale shops,No,102.7993528,No,7.708145254,No,1,-0.917542407,0.08898165,No,No,0.893603006,1.009462036,0.035014042,0.794599975,0.520025154,0.363952091,0,0,1,0,0,1,0,0,0,1,0,0,345.66,6024.855791,16490.36025,61662.16176,44,0,1.044476077,1.688202982,0.571428571
735,1734,1,1,4510,13.07660466,80.20211031,Automobile dealer & sevice,7.021009781,Yes,Yes,From wholesale shops,Yes,623.8330502,Yes,7.720908541,Yes,1,13.08245759,0.08898165,Yes,No,0.945366202,0.787408047,0.362759067,0.666503189,0.446716847,0.764227821,1,0,1,0,1,0,1,1,1,0,1,0,1413.59,4121.11758,13609.7895,41067.67121,42,0.233333333,1.150167115,1.611869392,0.142857143
837,1836,1,1,4752,13.09060963,80.2681264,Building Material / Hardware,10.92446049,Yes,Yes,Several Individual warehouses,Yes,1737.557065,Yes,7.725374363,Yes,1,4.082457593,0.08898165,Yes,No,0.38554626,0.929853762,0.533033656,0.536141842,0.035569021,0.476654209,0,1,0,0,1,0,1,0,0,0,1,1,821.4,6553.770823,19928.2037,28703.90603,44,0,1.462887418,0.921688101,0.285714286
706,1705,1,1,4773,13.0733359,80.22143919,Apparel / Accessory,11.1819457,NA,NA,Central Warehouse of establishment,NA,1139.176843,NA,7.785197422,NA,1,5.082457593,0.08898165,NA,No,0.930187569,0.103223979,2.257752357,0.816406454,0.000247553,0.786399391,0,1,2,1,1,1,0,0,1,1,1,0,878.97,6231.461997,16850.93279,48569.18086,44,0,2.360976336,1.746594023,2.428571429
846,1845,1,1,4649,13.09082623,80.27991152,Others,12.41163063,Yes,Yes,From wholesale shops,Yes,134.4072686,Yes,7.828276725,Yes,1,-0.917542407,0.08898165,Yes,Yes,0.948580352,0.326793887,0.29175926,0.928889009,0.523441703,0.911845698,0,0,0,1,1,0,1,1,1,0,0,1,833.81,6735.297636,19183.09488,15506.03598,42,0,0.618553147,1.877469361,0.285714286
632,1631,1,1,4772,13.05772968,80.21242574,Apparel / Accessory,10.97692887,Yes,Yes,Central Warehouse of establishment,Yes,333.191022,Yes,7.854955909,Yes,1,1.082457593,0.08898165,Yes,No,0.422566702,0.145116185,0.877231482,0.598383043,0.625517905,0.139391809,0,0,1,1,0,0,1,1,0,1,1,1,700.24,4946.403223,13238.27079,44258.40817,44,0,1.022347668,1.020949745,0.285714286
936,1935,1,1,4773,13.11450095,80.25250234,Others,14.71528964,Yes,Yes,Several Individual warehouses,Yes,15.94383745,Yes,7.856541406,Yes,1,-0.917542407,0.08898165,Yes,Yes,0.33534989,0.373233013,0.971915627,0.493065935,0.894597178,0.663684002,1,1,2,0,0,1,1,1,0,0,1,0,707.15,6275.387461,18344.28989,44188.65842,44,0,1.34514864,0.828415825,0.285714286
295,1294,1,1,4752,13.02395159,80.22312432,Building Material / Hardware,11.59450667,Yes,Yes,Several Individual warehouses,Yes,130.0521834,Yes,7.907570708,Yes,1,-0.917542407,0.08898165,Yes,Yes,0.670335148,0.776300004,0.892628273,0.288277516,0.816089514,0.143507801,0,1,1,0,0,0,1,0,0,1,0,0,607.3,7381.181879,16026.8672,44499.13863,44,0,1.668928277,0.958612664,0.285714286
43,1042,1,1,4652,12.96534669,80.147913,Electronics,12.28203179,Yes,Yes,Several Individual warehouses,Yes,95.67373056,Yes,7.968552494,Yes,1,0.082457593,0.08898165,Yes,Yes,0.171862373,0.650140665,0.097986387,0.66845369,0.072271592,0.649845364,0,0,1,1,0,0,1,1,0,0,1,1,1470.41,5458.421175,16442.39023,36201.73349,42,0,0.748127052,0.840316062,0.285714286
897,1896,1,1,4772,13.09753615,80.2592133,Pharma vendor,11.11561598,No,No,Several Individual warehouses,No,691.8240746,No,8.031446398,No,1,6.082457593,0.08898165,No,No,0.808920086,0.472427372,2.345937897,0.262521216,0.040025368,0.500650047,0,0,1,0,1,1,0,0,0,0,0,2,864.29,6091.466853,17025.62346,34872.77168,44,0,2.81836527,1.071441302,3.428571429
805,1804,1,1,4649,13.08966334,80.27974424,Others,11.20779363,Yes,Yes,Several Individual warehouses,Yes,161.8424874,Yes,8.085227706,Yes,1,2.082457593,0.08898165,Yes,No,0.003740097,0.051075914,0.501109128,0.295652636,0.472709432,0.45022461,0,0,0,0,1,0,1,1,1,1,1,0,916.18,6483.24673,21051.14996,16959.23706,42,0,0.552185042,0.299392733,1
66,1065,1,1,4759,12.97006879,80.15015563,Electronics,9.287043432,Yes,Yes,From wholesale shops,Yes,509.6432648,Yes,8.11071171,Yes,1,2.082457593,0.08898165,Yes,No,0.472861214,0.577700684,1.077472046,0.503601618,0.562663668,0.973366517,1,0,2,1,0,0,1,1,0,0,1,0,1944.54,4851.526642,12336.41515,69748.54131,44,0,1.65517273,0.976462831,0.428571429
395,1394,1,1,4773,13.03710217,80.11273063,Apparel / Accessory,10.20695035,No,No,Central Warehouse of establishment,No,886.8866428,No,8.134033913,No,1,3.082457593,0.08898165,No,Yes,0.513080148,0.52601843,0.067209283,0.152432529,0.60862116,0.228501762,0,0,2,1,1,1,1,0,0,1,1,1,650.59,6201.514484,16548.81933,22519.36154,44,0,0.593227712,0.665512677,0.1
19,1018,1,1,4759,12.96092801,80.14359091,Electronics,11.39354822,Yes,Yes,Several Individual warehouses,Yes,0.289654825,Yes,8.144270289,Yes,1,0.082457593,0.08898165,Yes,No,0.729015524,0.061414061,0.505541078,0.880070164,0.351624276,0.676520093,1,0,1,1,0,0,0,1,0,1,0,1,187.34726,6002.460823,15506.54316,31510.43814,44,0,0.56695514,1.609085689,0.142857143
751,1750,1,1,4759,13.0812814,80.20987657,Electronics,11.55627612,Yes,Yes,Several Individual warehouses,Yes,212.3910076,Yes,8.148810505,Yes,1,0.082457593,0.08898165,Yes,Yes,0.624278014,0.28810964,0.116981115,0.222241902,0.956796858,0.710917595,0,0,0,1,0,1,0,1,1,1,0,1,613.64,5207.764132,17167.85126,38298.83201,44,0,0.405090755,0.846519916,0.285714286
574,1573,1,1,4772,13.05162267,80.27408486,Pharma vendor,11.55542258,Yes,Yes,Several Individual warehouses,Yes,293.1058623,Yes,8.166575674,Yes,1,-0.917542407,0.08898165,Yes,Yes,0.192694488,0.20716584,0.35093188,0.199388456,0.550535555,0.18639697,0,0,1,0,1,0,0,1,0,1,1,0,617.26,4208.353471,14797.1611,43759.36045,44,0,0.55809772,0.392082944,0.571428571
282,1281,1,1,4730,13.02132474,80.20512582,Automobile dealer & sevice,9.934440839,Yes,Yes,Several Individual warehouses,Yes,56.9882331,Yes,8.193346038,Yes,1,1.082457593,0.08898165,Yes,Yes,0.443704977,0.969407877,0.964700589,0.139149877,0.599525247,1.209135786,1,1,0,1,0,1,1,0,1,1,0,1,600.59,9105.248231,19641.01923,33182.17403,44,0,1.934108467,0.582854854,0.333333333
947,1946,1,1,4752,13.11804477,80.28981606,Building Material / Hardware,10.19837068,Yes,Yes,Several Individual warehouses,Yes,339.0743774,Yes,8.193721999,Yes,1,1.082457593,0.08898165,Yes,No,0.957641804,0.291313113,0.141511211,0.710821336,0.520092508,0.685123214,0,0,0,1,1,1,1,0,1,1,1,0,320.92,3680.045389,14910.8428,37293.19583,44,1,0.432824324,1.66846314,0.033333333
783,1782,1,1,4721,13.08465314,80.22232297,Restaurant,12.9325028,No,No,Several Individual warehouses,No,1229.386102,No,8.272407902,No,1,4.082457593,0.08898165,No,Yes,0.030302544,1.212589412,0.916823814,0.545816255,0.400765032,0.158428065,1,0,1,0,1,1,0,1,1,0,0,2,693.09,6933.986782,17819.36062,79234.51358,31,0,2.129413225,0.576118799,3
437,1436,1,1,4771,13.03998422,80.24087338,Apparel / Accessory,13.23600102,Yes,Yes,Several Individual warehouses,Yes,266.5458545,Yes,8.293227307,Yes,1,1.082457593,0.08898165,Yes,Yes,0.706033811,0.903866323,0.472052569,0.124839076,0.599833467,0.174673674,1,1,1,0,0,1,0,0,0,1,0,0,778.23,5924.410112,16075.76124,34186.10238,44,0,1.375918892,0.830872887,0.142857143
725,1724,1,1,4752,13.07479272,80.2043924,Building Material / Hardware,9.457065966,Yes,Yes,Several Individual warehouses,Yes,335.775444,Yes,8.307705033,Yes,1,1.082457593,0.08898165,Yes,No,0.380722308,0.062839259,0.349587492,0.342365876,0.004227992,0.043933018,1,1,1,1,0,0,0,0,1,0,1,2,822.78,6689.072565,17770.43556,45053.04244,44,5,0.412426751,0.723088185,0.452380952
296,1295,1,1,8219,13.02488044,80.22896495,Others,10.6664044,Yes,Yes,Several Individual warehouses,Yes,3210.166898,Yes,8.336236803,Yes,1,3.082457593,0.08898165,Yes,Yes,0.681407439,0.937587049,0.014085641,0.401212834,0.868265264,0.329300473,1,1,1,1,2,0,1,0,0,0,1,1,864.76,7851.724581,22828.65148,75822.73302,45,0,0.95167269,1.082620272,0.285714286
99,1098,1,1,4773,12.98179626,80.21762831,Apparel / Accessory,12.06888271,Yes,Yes,Several Individual warehouses,Yes,284.1512088,Yes,8.341375445,Yes,1,0.082457593,0.08898165,Yes,No,0.037467652,0.166081669,2.51297249,0.150220761,0.612085063,0.299322738,1,0,0,1,0,0,0,0,0,0,0,1,774.37,5777.608603,15997.56033,38963.83316,44,0,2.679054159,0.187688413,3.571428571
226,1225,1,1,4773,13.00651682,80.25776401,Others,14.14999247,Yes,Yes,Several Individual warehouses,Yes,327.5503726,Yes,8.354101907,Yes,1,1.082457593,0.08898165,Yes,Yes,0.31487067,0.505986604,2.280260208,0.957565265,0.161783625,1.408022871,1,1,3,1,1,0,0,0,1,0,0,0,1350.3,8262.736716,19914.66434,27654.41792,44,0,2.786246812,1.272435935,2.428571429
789,1788,1,1,4730,13.08568838,80.28456961,Others,6.778722328,Yes,Yes,From wholesale shops,Yes,1593.529549,Yes,8.404140058,Yes,1,5.082457593,0.08898165,Yes,No,0.526757889,0.133894219,0.864518086,0.918334464,0.32342861,0.741307026,0,1,1,1,1,0,1,0,1,1,1,0,1021.16,4005.299006,13909.00018,26855.10176,44,0.233333333,0.998412305,1.445092353,0.142857143
921,1920,1,1,4771,13.10856828,80.27157449,Apparel / Accessory,9.174580313,Yes,Yes,Several Individual warehouses,Yes,301.5404065,Yes,8.437651279,Yes,1,1.082457593,0.08898165,Yes,Yes,0.712807334,0.351723445,0.854684672,0.273862258,0.530389929,1.92267812,1,1,1,1,0,0,0,0,0,1,0,1,607.35,4325.014234,10606.91796,28066.99503,44,0,1.206408117,0.986669593,1
657,1656,1,1,4721,13.0614908,80.19545775,Food stores,12.02427136,Yes,Yes,Several Individual warehouses,Yes,786.9468442,Yes,8.479396142,Yes,1,0.082457593,0.08898165,Yes,Yes,0.040862743,0.141736426,0.741777577,0.700602543,0.164028613,0.310808772,0,1,0,0,0,1,1,1,1,1,1,1,752.65,6659.873197,15178.3893,34029.2455,44,0,0.883514003,0.741465286,0.033333333
875,1874,1,1,4771,13.09254385,80.28009784,Apparel / Accessory,14.11411946,Yes,Yes,Several Individual warehouses,Yes,172.4534445,Yes,8.538780333,Yes,1,-0.917542407,0.08898165,Yes,Yes,0.449906853,0.755101636,0.290638397,0.312908095,0.522871688,0.548525415,0,1,1,1,0,1,1,1,1,1,1,0,894.02,5174.553464,15696.61089,17768.6097,44,0,1.045740033,0.762814948,0.142857143
617,1616,1,1,4771,13.05448025,80.21142112,Apparel / Accessory,11.83652892,No,No,Central Warehouse of establishment,No,3733.673477,No,8.543164618,No,1,4.082457593,0.08898165,No,No,0.869272518,0.293149672,0.996395701,0.459875107,0.497171308,0.026326534,1,0,0,0,0,0,1,0,1,0,0,0,1230.48,6058.113406,16250.29238,74761.76373,44,0.233333333,1.289545374,1.329147625,0.142857143
683,1682,1,1,4752,13.06683912,80.22972635,Building Material / Hardware,11.51754047,Yes,Yes,From wholesale shops,Yes,153.3576356,Yes,8.557879366,Yes,1,-0.917542407,0.08898165,Yes,No,0.651531843,0.052835895,0.169459278,0.497111819,0.821183977,0.075729295,1,1,1,1,0,1,0,0,0,0,0,0,1323.38,7131.869815,19178.68003,39067.02909,44,0,0.222295173,1.148643663,0.428571429
630,1629,1,1,4759,13.05742434,80.1942218,Electronics,11.64942403,Yes,Yes,Several Individual warehouses,Yes,269.3714728,Yes,8.582381834,Yes,1,-0.917542407,0.08898165,Yes,No,0.603749559,0.535865165,0.915929254,0.773749914,0.407308125,0.727555676,1,0,0,0,0,0,1,1,1,1,1,1,852.66,7235.042749,19393.19807,76176.56338,44,0,1.451794419,1.377499473,0.142857143
959,1958,1,1,5610,13.13432192,80.24296813,Food stores,12.97245244,Yes,Yes,Several Individual warehouses,Yes,227.9677,Yes,8.589021736,Yes,1,2.082457593,0.08898165,Yes,Yes,0.209134008,0.38736731,0.93689733,0.699131139,0.737949863,0.66023933,0,1,0,0,0,1,0,0,0,1,1,0,553.25,4440.076266,16365.79671,26586.79783,42,1,1.324264641,0.908265147,0.066666667
430,1429,1,1,4761,13.03940156,80.26808098,Others,11.66033593,Yes,Yes,From wholesale shops,Yes,247.8767664,Yes,8.600728149,Yes,1,0.082457593,0.08898165,Yes,No,0.941394502,0.981656314,1.134989654,0.480991343,0.891431438,0.70072083,0,1,1,1,1,1,0,0,0,0,0,1,667.99,6613.719909,18432.42078,36427.99539,45,0,2.116645968,1.422385845,1
1040,2039,1,1,4773,13.16550139,80.30354198,Apparel / Accessory,10.32399312,No,No,Several Individual warehouses,No,290.0167901,No,8.636128772,No,1,1.082457593,0.08898165,No,No,0.536086522,0.774114361,0.362552073,0.704985271,0.460111212,0.056557396,0,0,0,0,0,0,0,0,0,1,1,1,552.89,4320.480939,10610.44588,18717.25704,44,0,1.136666433,1.241071793,0.066666667
340,1339,1,1,9999,13.03247525,80.26757936,Apparel / Accessory,11.15206565,Yes,Yes,Several Individual warehouses,Yes,1009.619184,Yes,8.68656626,Yes,1,2.082457593,0.08898165,Yes,No,0.971728377,0.476194513,0.888377234,0.07862012,0.891351722,0.634395429,0,1,0,0,0,1,0,0,1,1,0,0,687.19,5704.475814,17014.07572,39095.68211,44,0,1.364571746,1.050348497,0.142857143
104,1103,1,1,4759,12.98323103,80.20452157,Electronics,12.00534096,Yes,Yes,Several Individual warehouses,Yes,157.3699168,Yes,8.766448172,Yes,1,2.082457593,0.08898165,Yes,No,0.151619586,0.947313798,0.967963678,0.139485999,0.849500064,0.104532323,0,0,0,0,0,1,1,0,1,0,0,0,838.35,3860.590267,8880.865789,43795.66119,44,0,1.915277476,0.291105585,0.428571429
20,1019,1,1,4510,12.96120855,80.1461138,Automobile dealer & sevice,12.42253616,Yes,Yes,Several Individual warehouses,Yes,201.5872487,Yes,8.777394225,Yes,1,-0.917542407,0.08898165,Yes,Yes,0.058029347,0.537401971,0.160094708,0.135721952,0.626892909,0.463396557,0,0,0,0,1,0,1,0,1,1,0,0,2005.1,6080.380387,16664.64267,30477.1017,44,0,0.697496679,0.193751299,0.285714286
314,1313,1,1,4771,13.02895276,80.1834171,Apparel / Accessory,12.09182148,Yes,Yes,Several Individual warehouses,Yes,1922.012396,Yes,8.778461362,Yes,1,0.082457593,0.08898165,Yes,No,0.798755625,0.839275004,0.849261152,0.15741817,0.376753638,0.199264317,1,1,0,1,0,1,1,0,0,0,1,1,502.84,6169.114142,17793.80502,28948.38,44,0,1.688536156,0.956173795,0.133333333
721,1720,1,1,4752,13.07426906,80.22916331,Building Material / Hardware,12.87931158,Yes,Yes,Several Individual warehouses,Yes,119.9603412,Yes,8.787112972,Yes,1,0.082457593,0.08898165,Yes,No,0.676346774,0.972609223,0.017428313,0.602239536,0.387371548,0.045846253,0,1,0,0,0,0,1,1,0,1,0,0,1755.06,6229.782392,13888.47853,43383.62134,44,0,0.990037536,1.278586309,0.1
385,1384,1,1,4772,13.03677001,80.18392166,Pharma vendor,12.74773008,Yes,Yes,Several Individual warehouses,Yes,73.1638385,Yes,8.863796312,Yes,1,-0.917542407,0.08898165,Yes,Yes,0.478361776,0.831664118,0.047656805,0.015182965,0.69771139,0.192856738,1,0,0,0,0,0,1,1,0,1,1,0,780.74,7887.219494,18820.79916,38375.59805,44,0,0.879320923,0.493544741,0.285714286
974,1973,1,1,4520,13.13852602,80.23757265,Automobile dealer & sevice,11.70548376,Yes,Yes,Several Individual warehouses,Yes,158.879272,Yes,8.926235335,Yes,1,0.082457593,0.08898165,Yes,Yes,0.25864819,0.103899992,0.871992424,0.620785715,0.342430165,0.803955312,1,1,0,1,1,0,0,1,0,1,1,2,308.06,5875.838643,18948.88729,56274.61742,44,0,0.975892415,0.879433905,0.285714286
139,1138,1,1,5610,12.98990137,80.20131226,Food stores,14.94118878,Yes,Yes,Several Individual warehouses,Yes,708.8771151,Yes,8.941229084,Yes,1,6.082457593,0.08898165,Yes,No,0.306826876,0.341989825,0.346090848,0.191081332,0.045021992,1.755443804,0,0,0,0,0,0,1,0,0,1,0,1,1012.76,5143.681972,13933.19068,38857.32822,44,0,0.688080673,0.497908208,1
642,1641,1,1,4752,13.05914112,80.2712636,Building Material / Hardware,12.83919155,No,No,Several Individual warehouses,No,570.7962727,No,9.029932749,No,1,1.082457593,0.08898165,No,No,0.852406369,0.4184293,0.827480236,0.466974564,0.381158543,1.183738851,1,1,1,0,0,1,1,0,1,1,1,2,1015.53,8361.42409,21981.82152,45491.83755,44,0,1.245909536,1.319380933,0.428571429
61,1060,1,1,4759,12.96912695,80.24865731,Electronics,10.45102214,Yes,Yes,Several Individual warehouses,Yes,217.4041273,Yes,9.031086904,Yes,1,1.082457593,0.08898165,Yes,No,0.924881732,0.359668138,0.572758911,0.781726954,0.019729068,1.502997241,1,0,1,1,1,1,1,0,0,0,0,1,1087.34,5027.692972,14497.9107,38530.16311,44,0,0.932427048,1.706608686,1
651,1650,1,1,4752,13.04741228,80.19491363,Building Material / Hardware,13.56809255,Yes,Yes,Several Individual warehouses,Yes,134.200538,Yes,9.041696093,Yes,1,4.082457593,0.08898165,Yes,Yes,0.703137043,2.972247042,5.239070199,0.071628158,0.768367313,1.243705641,0,0,1,0,3,1,1,1,1,1,1,0,437.01,7163.751174,20475.79361,29398.96148,44,0.466666667,8.211317241,0.7747652,8.714285714
597,1596,1,1,4649,13.05298601,80.22260263,Others,12.95157228,Yes,Yes,Several Individual warehouses,Yes,226.867635,Yes,9.057788877,Yes,1,2.082457593,0.08898165,Yes,Yes,0.145441296,0.052094722,0.635091722,0.779351593,0.232506447,0.171441219,1,1,1,0,0,0,1,0,1,1,1,1,836.39,6360.817917,18005.09699,42039.37716,42,0,0.687186445,0.92479289,0.142857143
745,1744,1,1,4721,13.078138,80.26140102,Food stores,19.70752931,Yes,Yes,Several Individual warehouses,Yes,141.7463618,Yes,9.07605927,Yes,1,-0.917542407,0.08898165,Yes,No,0.902259505,0.492933604,1.158868141,0.198948186,0.78454244,0.96016859,0,0,1,0,1,1,0,0,0,0,0,0,460.26,5806.648318,15061.64225,35528.95932,44,0,1.651801746,1.101207691,1
42,1041,1,1,4520,12.96472606,80.1475815,Automobile dealer & sevice,10.50876308,No,No,Several Individual warehouses,No,67.33980719,No,9.152529584,No,1,0.082457593,0.08898165,No,Yes,0.063785828,0.390047802,0.670622721,0.56634634,0.916622126,0.948364955,1,1,0,1,1,1,1,0,1,0,0,0,1484.81,5718.171637,15002.9749,35386.68442,42,0,1.060670523,0.630132169,1.285714286
392,1391,1,1,4759,13.03700593,80.12456313,Home furniture/ appliances,9.250741458,Yes,Yes,Several Individual warehouses,Yes,296.7285185,Yes,9.171679877,Yes,1,0.082457593,0.08898165,Yes,No,0.260415052,0.441865251,0.803403887,0.235146628,0.855028662,0.046263576,0,1,1,0,0,0,1,0,1,1,1,1,837.18,6962.922323,18770.5606,25121.98157,44,0,1.245269139,0.495561679,0.285714286
739,1738,1,1,4771,13.07719012,80.21166938,Home furniture/ appliances,9.720586959,Yes,Yes,Several Individual warehouses,Yes,53.81148844,Yes,9.178050379,Yes,1,0.082457593,0.08898165,Yes,No,0.973472567,0.861904964,0.664164865,0.750115798,0.911589865,0.861120723,1,1,2,0,0,0,1,1,1,1,0,1,1513.55,5525.383733,14593.56602,43231.01172,44,0,1.526069829,1.723588366,0.142857143
543,1542,1,1,4721,13.04861147,80.26549143,Food stores,15.45968977,Yes,Yes,Several Individual warehouses,Yes,547.915363,Yes,9.232331356,Yes,1,5.082457593,0.08898165,Yes,No,0.449703139,0.771291674,0.211438982,0.861925967,0.23070343,0.957044023,0,0,1,1,0,1,1,1,1,0,0,2,681.64,7854.548498,18885.68352,37794.77435,44,1,0.982730656,1.311629106,1.033333333
776,1775,1,1,4759,13.08282805,80.20469357,Electronics,10.79565721,Yes,Yes,Central Warehouse of establishment,Yes,124.9493863,Yes,9.259662433,Yes,1,-0.917542407,0.08898165,Yes,No,0.781492913,0.380012041,0.424599819,0.264337967,0.56228067,0.669200337,1,1,1,1,1,1,1,1,0,0,1,1,688.18,3988.166279,7746.410194,35482.6417,44,0,0.80461186,1.04583088,0.142857143
549,1548,1,1,9999,13.04870685,80.19216157,Apparel / Accessory,12.02489085,Yes,Yes,Several Individual warehouses,Yes,181.5564499,Yes,9.36396468,Yes,1,0.082457593,0.08898165,Yes,NA,0.039649974,0.595598602,1.156684326,0.997482953,0.629196053,0.549980905,0,0,1,1,0,1,1,1,1,0,1,0,665.55,7990.966473,19466.54585,37187.90869,44,0,1.752282928,1.037132927,0.571428571
